call_date,platform,intent,call_duration_sec,num_turns,num_reprompts,asr_confidence,api_latency_ms,transferred_to_agent,csat_score,duration_minmax,latency_zscore,turns_decimal,duration_category,asr_level
2026-01-29,Legacy IVR,Make a Payment,430.0,5,1,0.792,779.0,1,3.0,0.8635,6.4996,0.05,Long (>5 min),Low
2026-02-11,Legacy IVR,Rewards Redemption,329.0,7,1,0.656,169.0,0,4.0,0.6129,-0.6545,0.07,Long (>5 min),Low
2026-03-07,New Platform,Cancel a Payment,274.0,10,1,0.837,189.0,0,5.0,0.4764,-0.4199,0.1,Medium (2.5-5 min),Medium
2026-01-06,Legacy IVR,Make a Payment,370.0,12,4,0.728,141.0,0,3.0,0.7146,-0.9828,0.12,Long (>5 min),Low
2026-02-12,Legacy IVR,Balance Inquiry,225.0,6,3,0.838,157.0,0,3.0,0.3548,-0.7952,0.06,Medium (2.5-5 min),Medium
2026-02-28,New Platform,Balance Inquiry,104.0,3,0,0.834,181.0,0,4.0,0.0546,-0.5137,0.03,Short (<2.5 min),Medium
2026-02-07,New Platform,Balance Inquiry,123.0,4,0,0.953,196.0,0,4.0,0.1017,-0.3378,0.04,Short (<2.5 min),High
2026-03-25,New Platform,Make a Payment,257.0,7,1,0.893,112.0,0,4.0,0.4342,-1.323,0.07,Medium (2.5-5 min),High
2026-03-05,Legacy IVR,Make a Payment,332.0,10,2,0.792,143.0,0,2.0,0.6203,-0.9594,0.1,Long (>5 min),Low
2026-03-28,Legacy IVR,Cancel a Payment,255.0,3,0,0.828,101.0,0,4.0,0.4293,-1.452,0.03,Medium (2.5-5 min),Medium
2026-03-31,New Platform,Rewards Redemption,225.0,7,0,0.838,250.0,0,3.0,0.3548,0.2955,0.07,Medium (2.5-5 min),Medium
2026-03-20,Legacy IVR,Rewards Redemption,237.0,7,0,0.848,331.0,0,5.0,0.3846,1.2455,0.07,Medium (2.5-5 min),Medium
2026-03-29,New Platform,Cancel a Payment,272.0,7,1,0.97,234.0,0,3.0,0.4715,0.1078,0.07,Medium (2.5-5 min),High
2026-03-15,New Platform,Balance Inquiry,93.0,4,1,0.867,183.0,0,4.0,0.0273,-0.4903,0.04,Short (<2.5 min),Medium
2026-01-08,New Platform,Recent Transactions,216.0,5,0,0.838,465.0,0,4.0,0.3325,2.817,0.05,Medium (2.5-5 min),Medium
2026-03-29,Legacy IVR,Recent Transactions,181.0,5,0,0.71,198.0,0,5.0,0.2457,-0.3144,0.05,Medium (2.5-5 min),Low
2026-03-02,New Platform,Recent Transactions,152.0,5,0,0.912,196.0,0,5.0,0.1737,-0.3378,0.05,Medium (2.5-5 min),High
2026-02-27,New Platform,Recent Transactions,195.0,4,0,0.85,306.0,0,5.0,0.2804,0.9523,0.04,Medium (2.5-5 min),Medium
2026-03-09,Legacy IVR,Balance Inquiry,152.0,6,1,0.853,205.0,0,3.0,0.1737,-0.2323,0.06,Medium (2.5-5 min),Medium
2026-01-10,New Platform,Recent Transactions,165.0,5,0,0.963,213.0,0,5.0,0.206,-0.1384,0.05,Medium (2.5-5 min),High
2026-02-08,Legacy IVR,Make a Payment,316.0,10,1,0.868,154.0,0,4.0,0.5806,-0.8304,0.1,Long (>5 min),Medium
2026-02-20,Legacy IVR,Recent Transactions,298.0,4,1,0.879,123.0,1,2.0,0.536,-1.1939,0.04,Medium (2.5-5 min),Medium
2026-02-12,Legacy IVR,Balance Inquiry,165.0,6,1,0.86,364.0,0,4.0,0.206,1.6325,0.06,Medium (2.5-5 min),Medium
2026-02-27,New Platform,Recent Transactions,162.0,5,1,0.895,355.0,0,4.0,0.1985,1.5269,0.05,Medium (2.5-5 min),High
2026-03-16,Legacy IVR,Rewards Redemption,292.0,5,0,0.777,213.0,0,4.0,0.5211,-0.1384,0.05,Medium (2.5-5 min),Low
2026-03-06,New Platform,Recent Transactions,169.0,7,0,0.879,324.0,0,5.0,0.2159,1.1634,0.07,Medium (2.5-5 min),Medium
2026-03-29,New Platform,Rewards Redemption,298.0,8,0,0.711,241.0,0,5.0,0.536,0.1899,0.08,Medium (2.5-5 min),Low
2026-03-05,New Platform,Recent Transactions,287.0,10,1,0.882,175.0,0,3.0,0.5087,-0.5841,0.1,Medium (2.5-5 min),Medium
2026-03-06,Legacy IVR,Cancel a Payment,262.0,6,0,0.781,219.0,0,4.0,0.4467,-0.0681,0.06,Medium (2.5-5 min),Low
2026-01-31,Legacy IVR,Make a Payment,481.0,9,2,0.835,371.0,1,4.0,0.9901,1.7146,0.09,Long (>5 min),Medium
2026-01-02,Legacy IVR,Rewards Redemption,266.0,8,2,0.835,239.0,0,4.0,0.4566,0.1665,0.08,Medium (2.5-5 min),Medium
2026-02-11,New Platform,Cancel a Payment,238.0,5,0,0.936,181.0,0,3.0,0.3871,-0.5137,0.05,Medium (2.5-5 min),High
2026-02-12,Legacy IVR,Recent Transactions,215.0,7,1,0.807,177.0,0,3.0,0.33,-0.5606,0.07,Medium (2.5-5 min),Low
2026-01-02,New Platform,Rewards Redemption,323.0,11,2,0.833,217.0,0,4.0,0.598,-0.0915,0.11,Long (>5 min),Medium
2026-02-26,Legacy IVR,Make a Payment,219.0,4,1,0.888,269.0,0,5.0,0.34,0.5183,0.04,Medium (2.5-5 min),High
2026-03-04,Legacy IVR,Recent Transactions,206.0,6,2,0.822,272.0,0,3.0,0.3077,0.5535,0.06,Medium (2.5-5 min),Low
2026-02-13,Legacy IVR,Balance Inquiry,189.0,5,1,0.814,175.0,0,5.0,0.2655,-0.5841,0.05,Medium (2.5-5 min),Low
2026-03-14,New Platform,Make a Payment,173.0,8,0,0.915,252.0,0,4.0,0.2258,0.319,0.08,Medium (2.5-5 min),High
2026-01-23,Legacy IVR,Balance Inquiry,320.0,7,1,0.824,207.0,1,3.0,0.5906,-0.2088,0.07,Long (>5 min),Low
2026-03-27,New Platform,Recent Transactions,233.0,5,1,0.808,294.0,0,4.0,0.3747,0.8115,0.05,Medium (2.5-5 min),Low
2026-03-31,New Platform,Cancel a Payment,290.0,10,1,0.973,137.0,0,5.0,0.5161,-1.0298,0.1,Medium (2.5-5 min),High
2026-01-08,Legacy IVR,Make a Payment,245.0,6,0,0.884,370.0,0,4.0,0.4045,1.7028,0.06,Medium (2.5-5 min),Medium
2026-03-04,New Platform,Make a Payment,181.0,4,0,0.895,272.0,0,5.0,0.2457,0.5535,0.04,Medium (2.5-5 min),High
2026-01-06,Legacy IVR,Balance Inquiry,317.0,6,3,0.821,240.0,1,2.0,0.5831,0.1782,0.06,Long (>5 min),Low
2026-02-24,Legacy IVR,Recent Transactions,177.0,5,0,0.788,269.0,0,4.0,0.2357,0.5183,0.05,Medium (2.5-5 min),Low
2026-01-19,Legacy IVR,Balance Inquiry,156.0,5,1,0.957,472.0,0,4.0,0.1836,2.8991,0.05,Medium (2.5-5 min),High
2026-02-06,Legacy IVR,Make a Payment,258.0,7,0,0.64,375.0,0,4.0,0.4367,1.7615,0.07,Medium (2.5-5 min),Low
2026-03-24,New Platform,Make a Payment,297.0,7,1,0.933,212.0,0,4.0,0.5335,-0.1502,0.07,Medium (2.5-5 min),High
2026-03-04,Legacy IVR,Make a Payment,380.0,6,2,0.772,345.0,0,4.0,0.7395,1.4096,0.06,Long (>5 min),Low
2026-01-01,Legacy IVR,Make a Payment,300.0,5,0,0.782,224.0,0,3.0,0.5409,-0.0094,0.05,Medium (2.5-5 min),Low
2026-03-18,New Platform,Make a Payment,182.0,5,0,0.888,278.0,0,5.0,0.2481,0.6239,0.05,Medium (2.5-5 min),High
2026-03-25,New Platform,Balance Inquiry,148.0,5,0,0.917,193.0,0,4.0,0.1638,-0.373,0.05,Short (<2.5 min),High
2026-03-05,New Platform,Balance Inquiry,221.0,4,1,0.894,92.0,1,4.0,0.3449,-1.5575,0.04,Medium (2.5-5 min),High
2026-01-14,Legacy IVR,Make a Payment,459.0,9,1,0.777,94.0,1,3.0,0.9355,-1.5341,0.09,Long (>5 min),Low
2026-01-18,Legacy IVR,Balance Inquiry,166.0,5,1,0.71,356.0,0,4.0,0.2084,1.5387,0.05,Medium (2.5-5 min),Low
2026-01-10,Legacy IVR,Cancel a Payment,341.0,11,2,0.838,177.0,0,4.0,0.6427,-0.5606,0.11,Long (>5 min),Medium
2026-03-19,New Platform,Make a Payment,220.0,7,0,0.818,262.0,0,4.0,0.3424,0.4362,0.07,Medium (2.5-5 min),Low
2026-03-26,New Platform,Rewards Redemption,285.0,7,0,0.827,242.0,0,5.0,0.5037,0.2017,0.07,Medium (2.5-5 min),Medium
2026-01-22,New Platform,Recent Transactions,242.0,8,1,0.919,184.0,0,5.0,0.397,-0.4785,0.08,Medium (2.5-5 min),High
2026-01-17,Legacy IVR,Recent Transactions,160.0,3,0,0.777,214.0,0,4.0,0.1935,-0.1267,0.03,Medium (2.5-5 min),Low
2026-02-27,New Platform,Cancel a Payment,262.0,10,1,0.803,139.0,0,3.0,0.4467,-1.0063,0.1,Medium (2.5-5 min),Low
2026-03-21,Legacy IVR,Rewards Redemption,445.0,10,4,0.868,207.0,0,3.0,0.9007,-0.2088,0.1,Long (>5 min),Medium
2026-01-16,New Platform,Cancel a Payment,212.0,9,0,0.962,156.0,0,3.0,0.3226,-0.8069,0.09,Medium (2.5-5 min),High
2026-01-17,Legacy IVR,Recent Transactions,210.0,6,1,0.855,204.0,0,3.0,0.3176,-0.244,0.06,Medium (2.5-5 min),Medium
2026-03-02,New Platform,Rewards Redemption,286.0,9,1,0.879,193.0,0,4.0,0.5062,-0.373,0.09,Medium (2.5-5 min),Medium
2026-01-17,Legacy IVR,Make a Payment,400.0,7,1,0.931,217.0,1,2.0,0.7891,-0.0915,0.07,Long (>5 min),High
2026-01-24,New Platform,Make a Payment,192.0,6,0,0.802,172.0,0,4.0,0.273,-0.6193,0.06,Medium (2.5-5 min),Low
2026-01-16,New Platform,Cancel a Payment,438.0,5,1,0.838,278.0,1,3.0,0.8834,0.6239,0.05,Long (>5 min),Medium
2026-02-26,Legacy IVR,Balance Inquiry,189.0,5,0,0.903,153.0,0,5.0,0.2655,-0.8421,0.05,Medium (2.5-5 min),High
2026-01-04,New Platform,Cancel a Payment,300.0,6,2,0.942,159.0,0,2.0,0.5409,-0.7717,0.06,Medium (2.5-5 min),High
2026-01-25,Legacy IVR,Cancel a Payment,358.0,10,1,0.92,207.0,0,4.0,0.6849,-0.2088,0.1,Long (>5 min),High
2026-02-04,Legacy IVR,Make a Payment,449.0,6,1,0.86,779.0,1,2.0,0.9107,6.4996,0.06,Long (>5 min),Medium
2026-02-03,Legacy IVR,Make a Payment,485.0,9,2,0.675,174.0,1,3.0,1.0,-0.5958,0.09,Long (>5 min),Low
2026-03-16,New Platform,Cancel a Payment,262.0,7,1,0.709,305.0,0,4.0,0.4467,0.9405,0.07,Medium (2.5-5 min),Low
2026-03-20,New Platform,Cancel a Payment,294.0,6,0,0.847,135.0,0,4.0,0.5261,-1.0532,0.06,Medium (2.5-5 min),Medium
2026-03-20,New Platform,Make a Payment,304.0,7,0,0.879,225.0,0,4.0,0.5509,0.0023,0.07,Long (>5 min),Medium
2026-01-07,Legacy IVR,Make a Payment,322.0,7,3,0.836,309.0,0,4.0,0.5955,0.9874,0.07,Long (>5 min),Medium
2026-03-25,New Platform,Recent Transactions,172.0,6,0,0.919,195.0,0,5.0,0.2233,-0.3495,0.06,Medium (2.5-5 min),High
2026-03-10,New Platform,Rewards Redemption,214.0,6,0,0.977,217.0,0,4.0,0.3275,-0.0915,0.06,Medium (2.5-5 min),High
2026-03-06,New Platform,Balance Inquiry,248.0,6,0,0.838,249.0,1,3.0,0.4119,0.2838,0.06,Medium (2.5-5 min),Medium
2026-01-13,Legacy IVR,Rewards Redemption,323.0,7,0,0.706,336.0,0,4.0,0.598,1.3041,0.07,Long (>5 min),Low
2026-01-17,Legacy IVR,Balance Inquiry,109.0,3,0,0.838,352.0,0,4.0,0.067,1.4917,0.03,Short (<2.5 min),Medium
2026-03-01,Legacy IVR,Make a Payment,286.0,9,0,0.716,306.0,0,3.0,0.5062,0.9523,0.09,Medium (2.5-5 min),Low
2026-01-09,Legacy IVR,Recent Transactions,425.0,11,5,0.859,226.0,1,1.0,0.8511,0.014,0.11,Long (>5 min),Medium
2026-02-21,New Platform,Make a Payment,223.0,9,2,0.93,163.0,0,4.0,0.3499,-0.7248,0.09,Medium (2.5-5 min),High
2026-03-24,New Platform,Balance Inquiry,147.0,5,2,0.937,189.0,0,3.0,0.1613,-0.4199,0.05,Short (<2.5 min),High
2026-01-25,Legacy IVR,Make a Payment,276.0,10,2,0.775,178.0,0,4.0,0.4814,-0.5489,0.1,Medium (2.5-5 min),Low
2026-02-21,Legacy IVR,Recent Transactions,343.0,8,3,0.806,176.0,0,3.0,0.6476,-0.5724,0.08,Long (>5 min),Low
2026-02-10,Legacy IVR,Balance Inquiry,132.0,5,1,0.92,199.0,0,5.0,0.1241,-0.3026,0.05,Short (<2.5 min),High
2026-03-24,New Platform,Balance Inquiry,134.0,5,1,0.736,157.0,0,4.0,0.129,-0.7952,0.05,Short (<2.5 min),Low
2026-02-08,New Platform,Make a Payment,245.0,7,2,0.87,179.0,0,4.0,0.4045,-0.5372,0.07,Medium (2.5-5 min),Medium
2026-03-10,Legacy IVR,Recent Transactions,217.0,9,0,0.838,306.0,0,4.0,0.335,0.9523,0.09,Medium (2.5-5 min),Medium
2026-01-25,New Platform,Recent Transactions,163.0,8,1,0.848,164.0,0,4.0,0.201,-0.7131,0.08,Medium (2.5-5 min),Medium
2026-01-11,Legacy IVR,Balance Inquiry,172.0,9,1,0.894,234.0,0,4.0,0.2233,0.1078,0.09,Medium (2.5-5 min),High
2026-01-01,Legacy IVR,Recent Transactions,250.0,7,2,0.819,294.0,0,3.0,0.4169,0.8115,0.07,Medium (2.5-5 min),Low
2026-01-21,Legacy IVR,Recent Transactions,163.0,5,0,0.968,266.0,0,4.0,0.201,0.4831,0.05,Medium (2.5-5 min),High
2026-03-03,New Platform,Rewards Redemption,302.0,9,1,0.911,201.0,0,4.0,0.5459,-0.2792,0.09,Long (>5 min),High
2026-01-01,Legacy IVR,Recent Transactions,256.0,8,2,0.838,267.0,0,3.0,0.4318,0.4949,0.08,Medium (2.5-5 min),Medium
2026-03-14,Legacy IVR,Cancel a Payment,360.0,10,0,0.867,200.0,0,4.0,0.6898,-0.2909,0.1,Long (>5 min),Medium
2026-03-14,New Platform,Recent Transactions,143.0,6,0,0.808,197.0,0,4.0,0.1514,-0.3261,0.06,Short (<2.5 min),Low
2026-02-21,New Platform,Make a Payment,222.0,9,0,0.906,223.0,0,5.0,0.3474,-0.0212,0.09,Medium (2.5-5 min),High
2026-01-26,New Platform,Make a Payment,264.0,8,1,0.807,143.0,0,4.0,0.4516,-0.9594,0.08,Medium (2.5-5 min),Low
2026-02-28,Legacy IVR,Rewards Redemption,282.0,8,1,0.845,266.0,0,5.0,0.4963,0.4831,0.08,Medium (2.5-5 min),Medium
2026-03-06,New Platform,Recent Transactions,262.0,6,0,0.924,201.0,1,3.0,0.4467,-0.2792,0.06,Medium (2.5-5 min),High
2026-01-26,Legacy IVR,Make a Payment,330.0,7,3,0.842,181.0,0,3.0,0.6154,-0.5137,0.07,Long (>5 min),Medium
2026-03-11,Legacy IVR,Make a Payment,233.0,9,0,0.868,256.0,0,4.0,0.3747,0.3659,0.09,Medium (2.5-5 min),Medium
2026-01-31,New Platform,Make a Payment,265.0,8,0,0.978,207.0,0,4.0,0.4541,-0.2088,0.08,Medium (2.5-5 min),High
2026-02-03,Legacy IVR,Rewards Redemption,439.0,9,0,0.802,165.0,1,4.0,0.8859,-0.7014,0.09,Long (>5 min),Low
2026-02-19,New Platform,Balance Inquiry,146.0,6,1,0.86,199.0,0,4.0,0.1588,-0.3026,0.06,Short (<2.5 min),Medium
2026-01-16,Legacy IVR,Make a Payment,335.0,7,1,0.905,236.0,0,5.0,0.6278,0.1313,0.07,Long (>5 min),High
2026-03-19,New Platform,Cancel a Payment,161.0,7,0,0.911,138.0,0,4.0,0.196,-1.018,0.07,Medium (2.5-5 min),High
2026-02-22,Legacy IVR,Make a Payment,274.0,7,1,0.838,212.0,0,4.0,0.4764,-0.1502,0.07,Medium (2.5-5 min),Medium
2026-01-12,Legacy IVR,Make a Payment,264.0,5,0,0.863,232.0,0,4.0,0.4516,0.0844,0.05,Medium (2.5-5 min),Medium
2026-03-18,Legacy IVR,Recent Transactions,326.0,8,1,0.904,424.0,0,4.0,0.6055,2.3361,0.08,Long (>5 min),High
2026-02-02,Legacy IVR,Make a Payment,248.0,6,0,0.845,253.0,0,5.0,0.4119,0.3307,0.06,Medium (2.5-5 min),Medium
2026-03-10,New Platform,Make a Payment,255.0,11,0,0.99,143.0,0,4.0,0.4293,-0.9594,0.11,Medium (2.5-5 min),High
2026-02-13,New Platform,Make a Payment,333.0,7,1,0.874,240.0,1,3.0,0.6228,0.1782,0.07,Long (>5 min),Medium
2026-01-04,New Platform,Cancel a Payment,232.0,5,0,0.871,161.0,0,5.0,0.3722,-0.7483,0.05,Medium (2.5-5 min),Medium
2026-03-09,Legacy IVR,Rewards Redemption,314.0,5,1,0.753,211.0,0,5.0,0.5757,-0.1619,0.05,Long (>5 min),Low
2026-03-09,New Platform,Balance Inquiry,102.0,4,0,0.88,193.0,0,5.0,0.0496,-0.373,0.04,Short (<2.5 min),Medium
2026-01-29,Legacy IVR,Recent Transactions,253.0,8,3,0.95,221.0,0,3.0,0.4243,-0.0446,0.08,Medium (2.5-5 min),High
2026-01-22,Legacy IVR,Rewards Redemption,338.0,8,1,0.856,136.0,0,5.0,0.6352,-1.0415,0.08,Long (>5 min),Medium
2026-01-05,Legacy IVR,Balance Inquiry,129.0,4,1,0.711,216.0,0,4.0,0.1166,-0.1033,0.04,Short (<2.5 min),Low
2026-03-11,New Platform,Make a Payment,278.0,9,1,0.866,273.0,0,4.0,0.4864,0.5652,0.09,Medium (2.5-5 min),Medium
2026-02-09,New Platform,Recent Transactions,130.0,3,0,0.926,141.0,0,5.0,0.1191,-0.9828,0.03,Short (<2.5 min),High
2026-03-29,New Platform,Make a Payment,386.0,5,1,0.838,240.0,1,4.0,0.7543,0.1782,0.05,Long (>5 min),Medium
2026-01-01,New Platform,Make a Payment,256.0,4,0,0.823,290.0,0,5.0,0.4318,0.7646,0.04,Medium (2.5-5 min),Low
2026-03-05,Legacy IVR,Make a Payment,278.0,9,1,0.931,232.0,0,4.0,0.4864,0.0844,0.09,Medium (2.5-5 min),High
2026-01-06,Legacy IVR,Cancel a Payment,325.0,10,2,0.76,284.0,0,4.0,0.603,0.6942,0.1,Long (>5 min),Low
2026-01-18,Legacy IVR,Make a Payment,451.0,5,1,0.774,176.0,0,4.0,0.9156,-0.5724,0.05,Long (>5 min),Low
2026-02-12,Legacy IVR,Rewards Redemption,466.0,9,1,0.774,202.0,0,4.0,0.9529,-0.2674,0.09,Long (>5 min),Low
2026-02-27,Legacy IVR,Recent Transactions,255.0,6,1,0.838,264.0,0,4.0,0.4293,0.4597,0.06,Medium (2.5-5 min),Medium
2026-03-26,Legacy IVR,Cancel a Payment,279.0,8,0,0.641,153.0,0,4.0,0.4888,-0.8421,0.08,Medium (2.5-5 min),Low
2026-03-18,New Platform,Make a Payment,237.0,6,0,0.838,159.0,0,4.0,0.3846,-0.7717,0.06,Medium (2.5-5 min),Medium
2026-02-12,New Platform,Make a Payment,238.0,9,0,0.85,142.0,0,4.0,0.3871,-0.9711,0.09,Medium (2.5-5 min),Medium
2026-01-01,Legacy IVR,Cancel a Payment,338.0,8,1,0.739,176.0,0,5.0,0.6352,-0.5724,0.08,Long (>5 min),Low
2026-03-02,New Platform,Cancel a Payment,276.0,5,0,0.909,168.0,0,4.0,0.4814,-0.6662,0.05,Medium (2.5-5 min),High
2026-01-09,Legacy IVR,Recent Transactions,199.0,8,1,0.804,164.0,0,5.0,0.2903,-0.7131,0.08,Medium (2.5-5 min),Low
2026-01-08,Legacy IVR,Rewards Redemption,278.0,5,2,0.833,167.0,0,4.0,0.4864,-0.6779,0.05,Medium (2.5-5 min),Medium
2026-03-19,New Platform,Balance Inquiry,270.0,8,1,0.887,160.0,1,3.0,0.4665,-0.76,0.08,Medium (2.5-5 min),High
2026-02-26,New Platform,Recent Transactions,205.0,9,1,0.72,269.0,0,5.0,0.3052,0.5183,0.09,Medium (2.5-5 min),Low
2026-01-25,Legacy IVR,Balance Inquiry,125.0,5,0,0.838,215.0,0,4.0,0.1067,-0.115,0.05,Short (<2.5 min),Medium
2026-02-02,Legacy IVR,Unknown,190.0,6,1,0.792,180.0,0,4.0,0.268,-0.5255,0.06,Medium (2.5-5 min),Low
2026-01-11,New Platform,Make a Payment,195.0,6,0,0.784,164.0,0,5.0,0.2804,-0.7131,0.06,Medium (2.5-5 min),Low
2026-01-13,New Platform,Cancel a Payment,201.0,8,0,0.814,178.0,0,4.0,0.2953,-0.5489,0.08,Medium (2.5-5 min),Low
2026-02-17,New Platform,Make a Payment,248.0,5,1,0.892,174.0,0,4.0,0.4119,-0.5958,0.05,Medium (2.5-5 min),High
2026-03-17,New Platform,Make a Payment,258.0,7,0,0.896,189.0,0,4.0,0.4367,-0.4199,0.07,Medium (2.5-5 min),High
2026-02-21,New Platform,Rewards Redemption,323.0,8,0,0.867,238.0,0,4.0,0.598,0.1548,0.08,Long (>5 min),Medium
2026-01-19,Legacy IVR,Recent Transactions,279.0,11,2,0.942,266.0,0,4.0,0.4888,0.4831,0.11,Medium (2.5-5 min),High
2026-02-09,Legacy IVR,Make a Payment,274.0,8,1,0.938,326.0,0,3.0,0.4764,1.1868,0.08,Medium (2.5-5 min),High
2026-02-10,Legacy IVR,Recent Transactions,335.0,8,1,0.838,152.0,1,3.0,0.6278,-0.8538,0.08,Long (>5 min),Medium
2026-02-18,New Platform,Recent Transactions,148.0,4,0,0.818,162.0,0,4.0,0.1638,-0.7366,0.04,Short (<2.5 min),Low
2026-03-12,New Platform,Make a Payment,183.0,6,0,0.965,153.0,0,5.0,0.2506,-0.8421,0.06,Medium (2.5-5 min),High
2026-02-24,New Platform,Make a Payment,322.0,8,2,0.969,275.0,0,5.0,0.5955,0.5887,0.08,Long (>5 min),High
2026-03-01,New Platform,Balance Inquiry,149.0,8,1,0.919,271.0,0,3.0,0.1663,0.5418,0.08,Short (<2.5 min),High
2026-02-22,New Platform,Balance Inquiry,162.0,4,0,0.942,255.0,0,4.0,0.1985,0.3541,0.04,Medium (2.5-5 min),High
2026-01-15,Legacy IVR,Cancel a Payment,308.0,11,1,0.746,177.0,0,4.0,0.5608,-0.5606,0.11,Long (>5 min),Low
2026-01-10,Legacy IVR,Make a Payment,195.0,5,0,0.719,321.0,0,4.0,0.2804,1.1282,0.05,Medium (2.5-5 min),Low
2026-03-10,New Platform,Recent Transactions,243.0,3,0,0.885,176.0,0,4.0,0.3995,-0.5724,0.03,Medium (2.5-5 min),Medium
2026-01-25,Legacy IVR,Rewards Redemption,425.0,11,1,0.838,200.0,0,4.0,0.8511,-0.2909,0.11,Long (>5 min),Medium
2026-02-07,New Platform,Make a Payment,307.0,8,0,0.872,262.0,0,5.0,0.5583,0.4362,0.08,Long (>5 min),Medium
2026-02-02,New Platform,Cancel a Payment,256.0,6,0,0.894,338.0,0,5.0,0.4318,1.3275,0.06,Medium (2.5-5 min),High
2026-01-30,Legacy IVR,Unknown,221.0,5,0,0.888,341.0,0,3.0,0.3449,1.3627,0.05,Medium (2.5-5 min),High
2026-02-19,New Platform,Make a Payment,170.0,7,0,0.886,124.0,0,4.0,0.2184,-1.1822,0.07,Medium (2.5-5 min),Medium
2026-01-07,Legacy IVR,Recent Transactions,306.0,6,2,0.798,222.0,0,4.0,0.5558,-0.0329,0.06,Long (>5 min),Low
2026-03-15,Legacy IVR,Cancel a Payment,257.0,6,1,0.771,126.0,0,5.0,0.4342,-1.1588,0.06,Medium (2.5-5 min),Low
2026-03-23,Legacy IVR,Recent Transactions,471.0,11,1,0.876,283.0,1,3.0,0.9653,0.6825,0.11,Long (>5 min),Medium
2026-02-14,New Platform,Balance Inquiry,158.0,8,1,0.838,213.0,0,4.0,0.1886,-0.1384,0.08,Medium (2.5-5 min),Medium
2026-02-09,Legacy IVR,Balance Inquiry,169.0,6,2,0.704,237.0,0,4.0,0.2159,0.143,0.06,Medium (2.5-5 min),Low
2026-01-05,Legacy IVR,Rewards Redemption,263.0,6,0,0.803,337.0,0,4.0,0.4491,1.3158,0.06,Medium (2.5-5 min),Low
2026-01-15,Legacy IVR,Unknown,240.0,8,2,0.809,379.0,0,3.0,0.3921,1.8084,0.08,Medium (2.5-5 min),Low
2026-01-10,New Platform,Recent Transactions,142.0,5,1,0.934,126.0,0,4.0,0.1489,-1.1588,0.05,Short (<2.5 min),High
2026-03-30,New Platform,Make a Payment,333.0,7,1,0.797,105.0,0,3.0,0.6228,-1.4051,0.07,Long (>5 min),Low
2026-03-18,New Platform,Make a Payment,356.0,10,1,0.906,133.0,0,4.0,0.6799,-1.0767,0.1,Long (>5 min),High
2026-03-28,Legacy IVR,Recent Transactions,244.0,9,1,0.812,192.0,0,4.0,0.402,-0.3847,0.09,Medium (2.5-5 min),Low
2026-01-07,Legacy IVR,Cancel a Payment,218.0,7,0,0.678,210.0,0,5.0,0.3375,-0.1736,0.07,Medium (2.5-5 min),Low
2026-02-27,Legacy IVR,Recent Transactions,239.0,6,3,0.768,290.0,0,4.0,0.3896,0.7646,0.06,Medium (2.5-5 min),Low
2026-02-28,Legacy IVR,Make a Payment,300.0,9,1,0.82,388.0,0,5.0,0.5409,1.9139,0.09,Medium (2.5-5 min),Low
2026-03-19,New Platform,Cancel a Payment,324.0,11,3,0.913,201.0,0,3.0,0.6005,-0.2792,0.11,Long (>5 min),High
2026-02-14,Legacy IVR,Make a Payment,299.0,6,1,0.886,248.0,0,3.0,0.5385,0.272,0.06,Medium (2.5-5 min),Medium
2026-03-07,Legacy IVR,Make a Payment,300.0,5,0,0.626,154.0,0,5.0,0.5409,-0.8304,0.05,Medium (2.5-5 min),Low
2026-03-01,New Platform,Make a Payment,269.0,6,0,0.788,148.0,0,3.0,0.464,-0.9008,0.06,Medium (2.5-5 min),Low
2026-01-17,New Platform,Balance Inquiry,156.0,6,1,0.838,195.0,0,5.0,0.1836,-0.3495,0.06,Medium (2.5-5 min),Medium
2026-03-27,New Platform,Recent Transactions,119.0,7,0,0.963,147.0,0,4.0,0.0918,-0.9125,0.07,Short (<2.5 min),High
2026-03-10,New Platform,Recent Transactions,148.0,4,0,0.849,181.0,0,5.0,0.1638,-0.5137,0.04,Short (<2.5 min),Medium
2026-03-23,Legacy IVR,Balance Inquiry,134.0,3,0,0.824,256.0,0,3.0,0.129,0.3659,0.03,Short (<2.5 min),Low
2026-03-28,Legacy IVR,Make a Payment,408.0,9,3,0.837,182.0,1,2.0,0.8089,-0.502,0.09,Long (>5 min),Medium
2026-02-18,New Platform,Cancel a Payment,397.0,5,0,0.929,206.0,1,3.0,0.7816,-0.2205,0.05,Long (>5 min),High
2026-03-12,New Platform,Make a Payment,256.0,9,2,0.877,218.0,0,4.0,0.4318,-0.0798,0.09,Medium (2.5-5 min),Medium
2026-03-01,Legacy IVR,Cancel a Payment,320.0,8,2,0.761,166.0,0,3.0,0.5906,-0.6896,0.08,Long (>5 min),Low
2026-02-19,Legacy IVR,Balance Inquiry,126.0,5,0,0.789,144.0,0,5.0,0.1092,-0.9477,0.05,Short (<2.5 min),Low
2026-01-19,Legacy IVR,Make a Payment,243.0,6,1,0.869,230.0,0,4.0,0.3995,0.0609,0.06,Medium (2.5-5 min),Medium
2026-01-24,Legacy IVR,Make a Payment,277.0,10,2,0.823,135.0,0,4.0,0.4839,-1.0532,0.1,Medium (2.5-5 min),Low
