call_id,call_date,hour_of_day,platform,intent,call_duration_sec,num_turns,num_reprompts,asr_confidence,api_latency_ms,transferred_to_agent,csat_score
C10562,2026-02-11,12,New Platform,Make a Payment,227.0,10,1,0.777,131.0,0,4.0
C10563,2026-02-11,16,New Platform,Cancel a Payment,213.0,10,0,0.871,215.0,0,3.0
C10564,2026-02-11,18,New Platform,Rewards Redemption,273.0,13,0,0.845,229.0,0,5.0
C10565,2026-02-11,18,Legacy IVR,Balance Inquiry,152.0,4,1,0.741,227.0,0,5.0
C10566,2026-02-11,18,Legacy IVR,Recent Transactions,239.0,7,1,0.933,196.0,0,5.0
C10567,2026-02-11,21,Legacy IVR,Make a Payment,273.0,5,1,0.917,205.0,0,2.0
C10568,2026-02-11,22,New Platform,Make a Payment,192.0,7,0,,,0,4.0
C10569,2026-02-12,7,Legacy IVR,Recent Transactions,215.0,7,1,0.807,177.0,0,3.0
C10570,2026-02-12,8,Legacy IVR,Recent Transactions,164.0,4,0,0.945,260.0,0,4.0
C10571,2026-02-12,12,Legacy IVR,Make a Payment,477.0,9,2,0.722,,1,2.0
C10572,2026-02-12,13,New Platform,Balance Inquiry,117.0,5,1,0.816,213.0,0,4.0
C10573,2026-02-12,14,Legacy IVR,Balance Inquiry,225.0,6,3,,157.0,0,3.0
C10574,2026-02-12,14,Legacy IVR,Cancel a Payment,250.0,8,0,0.791,241.0,0,3.0
C10575,2026-02-12,17,New Platform,Make a Payment,238.0,9,0,0.85,142.0,0,4.0
C10576,2026-02-12,18,Legacy IVR,Recent Transactions,282.0,7,2,0.885,149.0,0,3.0
C10577,2026-02-12,18,New Platform,Recent Transactions,186.0,4,1,0.911,261.0,0,4.0
C10578,2026-02-12,20,Legacy IVR,Balance Inquiry,165.0,6,1,0.86,364.0,0,4.0
C10579,2026-02-12,21,Legacy IVR,Make a Payment,251.0,7,1,0.71,167.0,0,4.0
C10580,2026-02-12,22,Legacy IVR,Cancel a Payment,259.0,6,1,0.851,171.0,0,5.0
C10581,2026-02-12,22,Legacy IVR,Rewards Redemption,466.0,9,1,0.774,202.0,0,
C10582,2026-02-13,6,Legacy IVR,Cancel a Payment,242.0,7,1,0.863,286.0,0,3.0
C10583,2026-02-13,7,Legacy IVR,Make a Payment,248.0,6,0,0.842,246.0,0,4.0
C10584,2026-02-13,8,New Platform,Recent Transactions,114.0,4,0,0.833,,0,4.0
C10585,2026-02-13,8,Legacy IVR,Cancel a Payment,264.0,6,0,,167.0,0,4.0
C10586,2026-02-13,12,Legacy IVR,Make a Payment,412.0,10,2,0.886,254.0,1,3.0
C10587,2026-02-13,12,Legacy IVR,Recent Transactions,391.0,9,1,0.533,291.0,1,3.0
C10588,2026-02-13,13,New Platform,Make a Payment,289.0,7,0,0.865,202.0,0,4.0
C10589,2026-02-13,14,New Platform,Make a Payment,333.0,7,1,0.874,240.0,1,3.0
C10590,2026-02-13,15,Legacy IVR,Balance Inquiry,198.0,6,1,0.896,218.0,0,3.0
C10591,2026-02-13,15,New Platform,Recent Transactions,152.0,6,0,0.941,115.0,0,4.0
C10592,2026-02-13,15,Legacy IVR,Make a Payment,274.0,10,1,0.718,199.0,0,4.0
C10593,2026-02-13,16,Legacy IVR,Recent Transactions,312.0,10,4,0.782,351.0,0,4.0
C10594,2026-02-13,16,Legacy IVR,Balance Inquiry,189.0,5,1,0.814,175.0,0,5.0
C10595,2026-02-13,17,Legacy IVR,Rewards Redemption,318.0,9,0,0.783,175.0,0,5.0
C10596,2026-02-13,17,New Platform,Rewards Redemption,268.0,7,0,0.866,363.0,0,3.0
C10597,2026-02-13,18,Legacy IVR,Cancel a Payment,281.0,11,0,0.813,364.0,0,5.0
C10598,2026-02-13,22,Legacy IVR,Balance Inquiry,119.0,5,0,0.831,257.0,0,5.0
C10599,2026-02-14,9,Legacy IVR,Make a Payment,226.0,8,0,0.869,,0,4.0
C10600,2026-02-14,11,Legacy IVR,Cancel a Payment,332.0,5,1,0.834,315.0,0,4.0
C10601,2026-02-14,14,Legacy IVR,Recent Transactions,,5,0,0.845,193.0,0,4.0
C10602,2026-02-14,15,Legacy IVR,Make a Payment,299.0,6,1,0.886,248.0,0,3.0
C10603,2026-02-14,16,Legacy IVR,Balance Inquiry,138.0,4,0,0.769,269.0,0,4.0
C10604,2026-02-14,18,New Platform,Make a Payment,213.0,6,1,0.891,144.0,0,3.0
C10605,2026-02-14,18,New Platform,Cancel a Payment,209.0,3,0,0.949,171.0,0,4.0
C10606,2026-02-14,20,Legacy IVR,Cancel a Payment,268.0,10,1,0.732,220.0,0,4.0
C10607,2026-02-14,21,New Platform,Rewards Redemption,279.0,12,0,0.724,201.0,0,3.0
C10608,2026-02-14,21,New Platform,Make a Payment,372.0,6,0,0.858,141.0,1,3.0
C10609,2026-02-14,22,New Platform,Balance Inquiry,158.0,8,1,,213.0,0,
C10610,2026-02-14,22,New Platform,Rewards Redemption,243.0,6,1,0.899,195.0,0,4.0
C10611,2026-02-14,22,Legacy IVR,Rewards Redemption,390.0,15,1,0.833,153.0,0,3.0
C10612,2026-02-15,6,New Platform,Cancel a Payment,318.0,6,1,0.944,201.0,1,3.0
C10613,2026-02-15,7,New Platform,Recent Transactions,193.0,4,0,0.831,357.0,0,4.0
C10614,2026-02-15,8,Legacy IVR,Rewards Redemption,315.0,4,0,0.714,167.0,0,4.0
C10615,2026-02-15,9,New Platform,Balance Inquiry,97.0,4,1,0.8,160.0,0,3.0
C10616,2026-02-15,9,Legacy IVR,Make a Payment,324.0,7,1,0.694,206.0,0,4.0
C10617,2026-02-15,9,New Platform,Cancel a Payment,287.0,10,2,0.909,194.0,0,
C10618,2026-02-15,11,Legacy IVR,Cancel a Payment,206.0,6,1,0.792,259.0,0,4.0
C10619,2026-02-15,13,Legacy IVR,Recent Transactions,238.0,6,1,0.762,233.0,0,4.0
C10620,2026-02-15,14,Legacy IVR,Rewards Redemption,459.0,10,3,0.894,191.0,0,3.0
C10621,2026-02-15,15,New Platform,Balance Inquiry,128.0,4,1,0.857,167.0,0,4.0
C10622,2026-02-15,15,New Platform,Recent Transactions,141.0,4,0,0.892,258.0,0,4.0
C10623,2026-02-15,16,Legacy IVR,Recent Transactions,325.0,6,1,0.613,342.0,1,
C10624,2026-02-15,17,Legacy IVR,Recent Transactions,263.0,8,1,0.618,285.0,0,
C10625,2026-02-15,21,Legacy IVR,Rewards Redemption,316.0,7,0,0.876,273.0,1,4.0
C10626,2026-02-16,8,Legacy IVR,Make a Payment,289.0,9,3,0.727,196.0,0,4.0
C10627,2026-02-16,8,New Platform,Make a Payment,234.0,8,0,0.945,246.0,0,3.0
C10628,2026-02-16,9,New Platform,Make a Payment,260.0,10,1,0.833,219.0,0,
C10629,2026-02-16,10,New Platform,Recent Transactions,167.0,4,0,0.933,142.0,0,5.0
C10630,2026-02-16,10,New Platform,Balance Inquiry,208.0,5,0,0.906,186.0,1,3.0
C10631,2026-02-16,11,Legacy IVR,Make a Payment,355.0,8,2,0.697,230.0,0,4.0
C10632,2026-02-16,13,New Platform,Make a Payment,212.0,3,0,0.853,136.0,0,5.0
C10633,2026-02-16,16,Legacy IVR,Cancel a Payment,338.0,9,1,0.812,188.0,0,4.0
C10634,2026-02-16,16,Legacy IVR,Rewards Redemption,457.0,10,2,0.828,187.0,1,2.0
C10635,2026-02-16,17,New Platform,Rewards Redemption,231.0,7,1,0.84,147.0,0,4.0
C10636,2026-02-16,18,Legacy IVR,Make a Payment,313.0,7,1,0.762,175.0,0,4.0
C10637,2026-02-16,20,Legacy IVR,Balance Inquiry,189.0,7,3,0.924,230.0,0,3.0
C10638,2026-02-17,6,New Platform,Make a Payment,263.0,5,0,0.836,286.0,0,4.0
C10639,2026-02-17,6,Legacy IVR,Make a Payment,275.0,6,1,0.693,160.0,0,5.0
C10640,2026-02-17,9,New Platform,Recent Transactions,150.0,5,0,0.891,169.0,0,5.0
C10641,2026-02-17,11,New Platform,Recent Transactions,171.0,9,0,0.942,247.0,0,5.0
C10642,2026-02-17,14,New Platform,Make a Payment,248.0,5,1,0.892,174.0,0,4.0
C10643,2026-02-17,15,New Platform,Make a Payment,225.0,4,0,0.928,210.0,0,5.0
C10644,2026-02-17,15,Legacy IVR,Rewards Redemption,322.0,5,0,0.839,221.0,0,5.0
C10645,2026-02-17,16,Legacy IVR,Balance Inquiry,186.0,6,2,0.805,177.0,0,3.0
C10646,2026-02-17,16,New Platform,Balance Inquiry,76.0,3,0,0.879,171.0,0,4.0
C10647,2026-02-17,17,Legacy IVR,Recent Transactions,323.0,12,2,,151.0,0,3.0
C10648,2026-02-17,17,Legacy IVR,Balance Inquiry,192.0,7,2,0.848,357.0,0,5.0
C10649,2026-02-17,17,Legacy IVR,Balance Inquiry,344.0,8,4,0.847,354.0,1,3.0
C10650,2026-02-17,19,New Platform,Make a Payment,307.0,10,2,0.815,166.0,0,3.0
C10651,2026-02-17,21,New Platform,Make a Payment,255.0,11,2,0.987,192.0,0,3.0
C10652,2026-02-17,22,New Platform,Make a Payment,209.0,8,0,0.895,277.0,0,4.0
C10653,2026-02-18,12,New Platform,Balance Inquiry,100.0,4,0,0.966,330.0,0,5.0
C10654,2026-02-18,13,Legacy IVR,Make a Payment,335.0,6,0,0.889,,0,5.0
C10655,2026-02-18,15,Legacy IVR,Rewards Redemption,,8,0,0.687,237.0,0,4.0
C10656,2026-02-18,16,New Platform,Balance Inquiry,213.0,3,0,0.799,176.0,1,2.0
C10657,2026-02-18,17,Legacy IVR,Make a Payment,372.0,8,1,0.905,274.0,0,5.0
C10658,2026-02-18,17,Legacy IVR,Balance Inquiry,230.0,7,3,0.858,230.0,0,4.0
C10659,2026-02-18,19,Legacy IVR,Recent Transactions,397.0,10,3,0.836,172.0,1,3.0
C10660,2026-02-18,19,New Platform,Recent Transactions,169.0,6,0,0.96,170.0,0,5.0
C10661,2026-02-18,20,New Platform,Recent Transactions,148.0,4,0,0.818,162.0,0,4.0
C10662,2026-02-18,20,New Platform,Make a Payment,294.0,8,2,0.84,131.0,0,5.0
C10663,2026-02-18,21,New Platform,Make a Payment,287.0,7,0,0.842,149.0,0,4.0
C10664,2026-02-18,22,New Platform,Balance Inquiry,112.0,4,1,0.949,116.0,0,4.0
C10665,2026-02-18,22,New Platform,Cancel a Payment,397.0,5,0,0.929,206.0,1,3.0
C10666,2026-02-19,7,Legacy IVR,Make a Payment,2933.0,7,1,,263.0,0,4.0
C10667,2026-02-19,8,New Platform,Make a Payment,330.0,5,1,0.864,144.0,1,2.0
C10668,2026-02-19,13,New Platform,Make a Payment,192.0,7,0,0.897,157.0,0,4.0
C10669,2026-02-19,14,Legacy IVR,Balance Inquiry,211.0,7,1,0.743,333.0,0,4.0
C10670,2026-02-19,16,New Platform,,351.0,13,1,0.954,124.0,0,5.0
C10671,2026-02-19,17,New Platform,Make a Payment,170.0,7,0,0.886,,0,4.0
C10672,2026-02-19,18,New Platform,Cancel a Payment,262.0,11,1,0.861,213.0,0,4.0
C10673,2026-02-19,18,New Platform,Rewards Redemption,298.0,10,1,0.822,125.0,0,4.0
C10674,2026-02-19,18,Legacy IVR,Make a Payment,198.0,6,0,0.911,206.0,0,4.0
C10675,2026-02-19,18,New Platform,Make a Payment,193.0,6,0,0.981,194.0,0,
C10676,2026-02-19,21,New Platform,Balance Inquiry,146.0,6,1,0.86,199.0,0,
C10677,2026-02-19,22,New Platform,Recent Transactions,142.0,3,0,,127.0,0,5.0
C10678,2026-02-19,22,Legacy IVR,Balance Inquiry,126.0,5,0,0.789,144.0,0,5.0
C10679,2026-02-20,6,New Platform,Balance Inquiry,110.0,4,0,0.78,170.0,0,4.0
C10680,2026-02-20,10,New Platform,Recent Transactions,147.0,6,0,0.957,142.0,0,4.0
C10681,2026-02-20,11,Legacy IVR,Make a Payment,372.0,9,2,0.757,480.0,0,
C10682,2026-02-20,11,Legacy IVR,Make a Payment,265.0,8,1,0.745,,0,3.0
C10683,2026-02-20,12,New Platform,Balance Inquiry,113.0,4,0,0.948,173.0,0,3.0
C10684,2026-02-20,14,Legacy IVR,Recent Transactions,298.0,4,1,0.879,123.0,1,2.0
C10685,2026-02-20,15,Legacy IVR,Balance Inquiry,90.0,3,0,0.889,278.0,0,4.0
C10686,2026-02-20,15,New Platform,Recent Transactions,133.0,3,0,0.966,197.0,0,3.0
C10687,2026-02-20,17,New Platform,Recent Transactions,180.0,7,2,0.913,177.0,0,4.0
C10688,2026-02-20,17,New Platform,Balance Inquiry,99.0,5,0,,163.0,0,3.0
C10689,2026-02-20,18,New Platform,Cancel a Payment,338.0,10,2,0.858,250.0,0,
C10690,2026-02-20,19,Legacy IVR,Make a Payment,200.0,7,0,0.904,102.0,0,5.0
C10691,2026-02-20,19,Legacy IVR,Balance Inquiry,229.0,8,3,0.895,307.0,0,3.0
C10692,2026-02-20,21,New Platform,Balance Inquiry,115.0,3,0,0.892,197.0,0,4.0
C10693,2026-02-20,22,New Platform,Make a Payment,257.0,7,1,0.93,174.0,0,3.0
C10694,2026-02-20,22,New Platform,Make a Payment,2622.0,5,0,0.664,210.0,1,3.0
C10695,2026-02-21,6,New Platform,Recent Transactions,178.0,4,0,0.97,117.0,0,5.0
C10696,2026-02-21,7,Legacy IVR,Make a Payment,259.0,9,1,0.832,,0,3.0
C10697,2026-02-21,7,New Platform,Make a Payment,222.0,9,0,0.906,223.0,0,5.0
C10698,2026-02-21,7,Legacy IVR,Balance Inquiry,267.0,8,3,0.855,,0,3.0
C10699,2026-02-21,7,New Platform,Cancel a Payment,265.0,4,0,0.947,223.0,0,4.0
C10700,2026-02-21,8,New Platform,Balance Inquiry,234.0,7,1,0.83,235.0,1,
C10701,2026-02-21,8,New Platform,Cancel a Payment,278.0,11,0,0.862,161.0,0,4.0
C10702,2026-02-21,9,Legacy IVR,Make a Payment,264.0,9,1,0.756,233.0,0,5.0
C10703,2026-02-21,10,New Platform,Balance Inquiry,82.0,4,0,0.819,264.0,0,5.0
C10704,2026-02-21,11,New Platform,Make a Payment,223.0,9,2,0.93,163.0,0,4.0
C10705,2026-02-21,13,New Platform,Recent Transactions,238.0,9,1,0.918,,0,4.0
C10706,2026-02-21,13,Legacy IVR,Make a Payment,374.0,8,4,0.745,171.0,0,
C10707,2026-02-21,14,Legacy IVR,Recent Transactions,343.0,8,3,0.806,176.0,0,3.0
C10708,2026-02-21,14,Legacy IVR,Balance Inquiry,195.0,8,2,0.769,313.0,0,4.0
C10709,2026-02-21,15,Legacy IVR,Make a Payment,466.0,5,0,0.648,125.0,1,4.0
C10710,2026-02-21,15,New Platform,Make a Payment,221.0,6,0,0.939,186.0,0,4.0
C10711,2026-02-21,16,Legacy IVR,Balance Inquiry,145.0,3,0,0.76,170.0,0,4.0
C10712,2026-02-21,19,Legacy IVR,Rewards Redemption,262.0,5,0,0.825,220.0,0,3.0
C10713,2026-02-21,19,New Platform,Balance Inquiry,,5,0,0.838,175.0,0,
C10714,2026-02-21,19,New Platform,Make a Payment,295.0,5,1,0.935,296.0,0,4.0
C10715,2026-02-21,19,Legacy IVR,Make a Payment,492.0,11,2,0.897,162.0,1,3.0
C10716,2026-02-21,21,Legacy IVR,Make a Payment,163.0,6,0,0.616,171.0,0,5.0
C10717,2026-02-21,22,Legacy IVR,Recent Transactions,183.0,6,0,0.808,200.0,0,4.0
C10718,2026-02-21,22,New Platform,Rewards Redemption,323.0,8,0,0.867,238.0,0,4.0
C10719,2026-02-21,22,Legacy IVR,Balance Inquiry,194.0,6,1,0.796,196.0,0,
C10720,2026-02-22,8,Legacy IVR,Balance Inquiry,167.0,7,1,0.845,281.0,0,5.0
C10721,2026-02-22,8,New Platform,Make a Payment,225.0,9,1,0.928,197.0,0,4.0
C10722,2026-02-22,9,New Platform,Rewards Redemption,216.0,9,2,0.885,215.0,0,4.0
C10723,2026-02-22,11,Legacy IVR,Make a Payment,274.0,7,1,,212.0,0,4.0
C10724,2026-02-22,11,New Platform,Make a Payment,261.0,6,1,0.924,175.0,0,4.0
C10725,2026-02-22,14,New Platform,Cancel a Payment,317.0,8,1,0.932,177.0,0,3.0
C10726,2026-02-22,14,New Platform,Balance Inquiry,162.0,4,0,0.942,255.0,0,4.0
C10727,2026-02-22,15,New Platform,Make a Payment,173.0,6,0,0.935,260.0,0,5.0
C10728,2026-02-22,19,New Platform,Balance Inquiry,3228.0,6,1,0.848,158.0,0,3.0
C10729,2026-02-23,8,New Platform,Cancel a Payment,266.0,5,0,0.933,184.0,0,4.0
C10730,2026-02-23,8,Legacy IVR,Balance Inquiry,158.0,6,1,0.835,141.0,0,4.0
C10731,2026-02-23,8,Legacy IVR,Rewards Redemption,489.0,11,1,0.897,2810.0,0,3.0
C10732,2026-02-23,8,New Platform,Make a Payment,245.0,11,0,0.764,142.0,0,
C10733,2026-02-23,9,Legacy IVR,Recent Transactions,201.0,4,0,0.872,241.0,0,4.0
C10734,2026-02-23,10,Legacy IVR,Recent Transactions,199.0,6,2,0.892,364.0,0,
C10735,2026-02-23,11,New Platform,Balance Inquiry,130.0,5,2,0.905,157.0,0,4.0
C10736,2026-02-23,12,New Platform,Recent Transactions,183.0,5,0,0.75,108.0,0,5.0
C10737,2026-02-23,16,New Platform,Balance Inquiry,123.0,5,1,0.954,265.0,0,4.0
C10738,2026-02-23,18,Legacy IVR,Make a Payment,266.0,5,1,0.904,270.0,0,5.0
C10739,2026-02-23,19,New Platform,Make a Payment,225.0,6,1,,164.0,0,3.0
C10740,2026-02-23,19,New Platform,Rewards Redemption,388.0,10,1,0.85,186.0,1,
C10741,2026-02-23,21,Legacy IVR,Make a Payment,310.0,7,1,,243.0,0,4.0
C10742,2026-02-23,21,Legacy IVR,Recent Transactions,208.0,7,1,0.734,212.0,0,3.0
C10743,2026-02-24,6,Legacy IVR,Make a Payment,458.0,8,1,0.607,287.0,1,5.0
C10744,2026-02-24,7,New Platform,Cancel a Payment,290.0,9,1,0.859,154.0,0,4.0
C10745,2026-02-24,7,New Platform,Balance Inquiry,180.0,8,1,0.877,306.0,0,4.0
C10746,2026-02-24,7,Legacy IVR,Cancel a Payment,352.0,8,1,0.662,183.0,1,4.0
C10747,2026-02-24,10,New Platform,Make a Payment,246.0,7,0,0.99,248.0,0,4.0
C10748,2026-02-24,11,New Platform,Recent Transactions,147.0,7,0,0.965,208.0,0,5.0
C10749,2026-02-24,14,Legacy IVR,Rewards Redemption,380.0,12,1,0.773,286.0,0,3.0
C10750,2026-02-24,15,New Platform,Balance Inquiry,143.0,7,1,,90.0,0,4.0
C10751,2026-02-24,15,New Platform,Make a Payment,209.0,5,0,0.952,209.0,0,
C10752,2026-02-24,19,New Platform,Make a Payment,322.0,8,2,0.969,275.0,0,5.0
C10753,2026-02-24,19,Legacy IVR,Recent Transactions,177.0,5,0,0.788,269.0,0,4.0
C10754,2026-02-24,20,Legacy IVR,Make a Payment,241.0,5,0,0.862,149.0,0,4.0
C10755,2026-02-25,8,New Platform,Rewards Redemption,260.0,9,1,0.831,178.0,0,4.0
C10756,2026-02-25,8,New Platform,Cancel a Payment,319.0,6,2,0.969,152.0,0,
C10757,2026-02-25,11,New Platform,Rewards Redemption,240.0,7,0,0.919,216.0,0,4.0
C10758,2026-02-25,13,Legacy IVR,Rewards Redemption,411.0,9,3,0.904,252.0,0,4.0
C10759,2026-02-25,17,Legacy IVR,Rewards Redemption,317.0,10,0,0.796,400.0,0,5.0
C10760,2026-02-25,17,New Platform,Balance Inquiry,131.0,3,0,0.99,142.0,0,4.0
C10761,2026-02-25,18,New Platform,Make a Payment,313.0,7,1,0.754,172.0,1,3.0
C10762,2026-02-25,19,Legacy IVR,Balance Inquiry,238.0,6,0,0.674,136.0,1,3.0
C10763,2026-02-25,20,Legacy IVR,Make a Payment,277.0,9,1,0.743,236.0,0,4.0
C10764,2026-02-25,21,New Platform,Recent Transactions,280.0,11,1,0.827,114.0,0,5.0
C10765,2026-02-26,6,New Platform,Rewards Redemption,468.0,12,3,,179.0,0,3.0
C10766,2026-02-26,8,New Platform,Recent Transactions,186.0,6,1,0.887,263.0,0,4.0
C10767,2026-02-26,8,New Platform,Rewards Redemption,241.0,10,0,0.921,124.0,0,4.0
C10768,2026-02-26,9,Legacy IVR,Rewards Redemption,375.0,7,0,0.942,153.0,0,5.0
C10769,2026-02-26,11,Legacy IVR,Balance Inquiry,189.0,5,0,0.903,,0,5.0
C10770,2026-02-26,11,New Platform,Balance Inquiry,132.0,7,1,0.919,118.0,0,5.0
C10771,2026-02-26,13,Legacy IVR,Balance Inquiry,259.0,4,1,0.889,199.0,1,3.0
C10772,2026-02-26,14,New Platform,Recent Transactions,153.0,5,0,0.893,154.0,0,4.0
C10773,2026-02-26,14,New Platform,Recent Transactions,249.0,7,0,0.881,147.0,1,3.0
C10774,2026-02-26,17,New Platform,Cancel a Payment,210.0,3,0,0.8,336.0,0,5.0
C10775,2026-02-26,17,New Platform,Make a Payment,2235.0,10,1,0.827,137.0,0,5.0
C10776,2026-02-26,18,Legacy IVR,Make a Payment,219.0,4,1,0.888,269.0,0,5.0
C10777,2026-02-26,19,New Platform,Recent Transactions,205.0,9,1,0.72,,0,5.0
C10778,2026-02-26,20,New Platform,Cancel a Payment,212.0,7,0,0.805,163.0,0,5.0
C10779,2026-02-27,6,New Platform,Cancel a Payment,262.0,10,1,0.803,139.0,0,3.0
C10780,2026-02-27,8,New Platform,Recent Transactions,162.0,5,1,0.895,355.0,0,4.0
C10781,2026-02-27,10,New Platform,Recent Transactions,1915.0,6,1,0.858,173.0,0,
C10782,2026-02-27,12,Legacy IVR,Make a Payment,312.0,8,0,0.778,270.0,0,5.0
C10783,2026-02-27,13,New Platform,Recent Transactions,195.0,4,0,0.85,306.0,0,5.0
C10784,2026-02-27,14,New Platform,Recent Transactions,175.0,8,0,0.893,193.0,0,4.0
C10785,2026-02-27,18,New Platform,Recent Transactions,212.0,6,2,0.938,122.0,0,3.0
C10786,2026-02-27,18,Legacy IVR,Recent Transactions,239.0,6,3,0.768,290.0,0,4.0
C10787,2026-02-27,18,New Platform,Make a Payment,250.0,8,0,0.936,214.0,0,4.0
C10788,2026-02-27,18,New Platform,Recent Transactions,268.0,9,2,0.973,227.0,0,4.0
C10789,2026-02-27,18,Legacy IVR,Balance Inquiry,301.0,5,1,0.604,149.0,1,3.0
C10790,2026-02-27,19,Legacy IVR,Recent Transactions,255.0,6,1,,264.0,0,4.0
C10791,2026-02-27,20,Legacy IVR,Make a Payment,275.0,8,1,0.732,241.0,0,4.0
C10792,2026-02-27,20,Legacy IVR,Make a Payment,301.0,8,1,0.857,252.0,0,
C10793,2026-02-27,21,New Platform,Make a Payment,168.0,7,0,0.944,98.0,0,5.0
C10794,2026-02-27,22,Legacy IVR,Cancel a Payment,350.0,8,0,0.785,282.0,0,3.0
C10795,2026-02-28,9,Legacy IVR,Recent Transactions,287.0,9,4,0.87,166.0,0,3.0
C10796,2026-02-28,9,New Platform,Recent Transactions,290.0,7,1,0.655,1457.0,0,4.0
C10797,2026-02-28,13,Legacy IVR,Make a Payment,300.0,9,1,0.82,388.0,0,5.0
C10798,2026-02-28,14,New Platform,Recent Transactions,155.0,7,0,0.919,182.0,0,5.0
C10799,2026-02-28,14,New Platform,Rewards Redemption,330.0,8,0,0.905,158.0,0,5.0
C10800,2026-02-28,15,New Platform,Recent Transactions,250.0,5,0,0.968,215.0,0,5.0
C10801,2026-02-28,17,Legacy IVR,Make a Payment,395.0,11,2,0.821,301.0,0,4.0
C10802,2026-02-28,17,Legacy IVR,Balance Inquiry,125.0,3,0,0.778,275.0,0,4.0
C10803,2026-02-28,18,Legacy IVR,Cancel a Payment,256.0,9,1,0.84,243.0,0,3.0
C10804,2026-02-28,19,New Platform,Balance Inquiry,104.0,3,0,0.834,181.0,0,4.0
C10805,2026-02-28,20,Legacy IVR,Rewards Redemption,282.0,8,1,0.845,266.0,0,5.0
C10806,2026-02-28,22,New Platform,Make a Payment,272.0,12,0,0.876,180.0,0,4.0
C10807,2026-02-28,22,New Platform,Make a Payment,228.0,4,0,0.896,99.0,0,
C10808,2026-03-01,6,New Platform,Make a Payment,269.0,6,0,0.788,148.0,0,3.0
C10809,2026-03-01,7,New Platform,Balance Inquiry,122.0,6,0,0.872,175.0,0,5.0
C10810,2026-03-01,7,New Platform,Balance Inquiry,149.0,8,1,0.919,271.0,0,3.0
C10811,2026-03-01,8,New Platform,Make a Payment,334.0,8,2,0.762,296.0,0,4.0
C10812,2026-03-01,10,New Platform,Rewards Redemption,304.0,5,0,0.939,297.0,0,4.0
C10813,2026-03-01,10,New Platform,Recent Transactions,150.0,5,0,0.862,184.0,0,4.0
C10814,2026-03-01,10,Legacy IVR,Make a Payment,304.0,6,1,0.848,172.0,0,5.0
C10815,2026-03-01,12,New Platform,Make a Payment,,8,2,0.969,202.0,0,3.0
C10816,2026-03-01,13,New Platform,Balance Inquiry,131.0,5,0,0.908,255.0,0,5.0
C10817,2026-03-01,13,New Platform,Recent Transactions,197.0,6,1,0.897,191.0,0,4.0
C10818,2026-03-01,16,Legacy IVR,Cancel a Payment,320.0,8,2,0.761,166.0,0,3.0
C10819,2026-03-01,18,New Platform,Recent Transactions,313.0,8,0,0.87,155.0,1,5.0
C10820,2026-03-01,18,Legacy IVR,Make a Payment,286.0,9,0,0.716,306.0,0,3.0
C10821,2026-03-01,20,Legacy IVR,Balance Inquiry,161.0,4,1,0.735,258.0,0,2.0
C10822,2026-03-01,21,New Platform,Recent Transactions,248.0,4,0,,134.0,0,4.0
C10823,2026-03-01,22,Legacy IVR,Recent Transactions,235.0,7,1,0.685,242.0,0,3.0
C10824,2026-03-01,22,Legacy IVR,Balance Inquiry,112.0,3,0,0.916,197.0,0,5.0
C10825,2026-03-02,8,New Platform,Recent Transactions,131.0,5,0,0.986,152.0,0,3.0
C10826,2026-03-02,14,New Platform,Cancel a Payment,276.0,5,0,0.909,168.0,0,4.0
C10827,2026-03-02,15,New Platform,Rewards Redemption,286.0,9,1,0.879,193.0,0,4.0
C10828,2026-03-02,16,Legacy IVR,Make a Payment,,8,0,0.935,248.0,0,
C10829,2026-03-02,16,New Platform,Balance Inquiry,120.0,7,0,0.923,208.0,0,4.0
C10830,2026-03-02,17,New Platform,Recent Transactions,152.0,5,0,0.912,196.0,0,5.0
C10831,2026-03-02,18,New Platform,Recent Transactions,142.0,5,0,0.92,112.0,0,5.0
C10832,2026-03-02,19,Legacy IVR,Balance Inquiry,144.0,4,0,0.829,238.0,0,
C10833,2026-03-02,19,New Platform,Recent Transactions,183.0,3,0,0.888,237.0,0,5.0
C10834,2026-03-02,19,New Platform,Balance Inquiry,204.0,7,0,0.906,1339.0,0,3.0
C10835,2026-03-02,21,New Platform,Cancel a Payment,335.0,9,2,0.758,152.0,0,3.0
C10836,2026-03-02,22,New Platform,Make a Payment,246.0,9,1,0.818,328.0,0,4.0
C10837,2026-03-03,8,New Platform,Rewards Redemption,302.0,9,1,0.911,201.0,0,4.0
C10838,2026-03-03,10,New Platform,Make a Payment,189.0,8,0,0.938,159.0,0,
C10839,2026-03-03,12,Legacy IVR,Balance Inquiry,138.0,6,1,0.862,232.0,0,4.0
C10840,2026-03-03,13,Legacy IVR,Balance Inquiry,163.0,7,0,0.708,169.0,0,5.0
C10841,2026-03-03,16,Legacy IVR,Recent Transactions,160.0,5,1,0.768,,0,4.0
C10842,2026-03-03,17,Legacy IVR,Balance Inquiry,171.0,5,2,0.915,350.0,0,4.0
C10843,2026-03-03,20,New Platform,Balance Inquiry,238.0,7,1,0.947,99.0,1,4.0
C10844,2026-03-03,21,New Platform,Rewards Redemption,337.0,11,0,0.845,1363.0,0,4.0
C10845,2026-03-03,22,New Platform,Balance Inquiry,153.0,4,0,0.917,199.0,0,3.0
